Pgroup,Lp,PKod,Pname,p_sale_in_time,Psale,Pavarage_stock,Rotation_in_days,Rotation_in_times
ART._HYGIENIC,,,,,,,,
 ,1.0,681.0,WIN BUDYN CZEKOLADOWY 63GR,"0,06684492","25,00","0,00",0,
 ,1.0,8409.0,WIN BUDYN MALINOWY 60GR,"0,064171123","24,00","0,00",0,
 ,1.0,682.0,WIN BUDYN SMIETANKOWY 60G,"0,082887701","31,00","0,00",0,
 ,1.0,683.0,WIN BUDYN WANILIOWY 60G,"0,163101604","61,00","0,00",0,
 ,1.0,3926.0,WIN GALARETKA CYTRYNOWA  79G,"0,144385027","54,00","0,00",0,
 ,1.0,15505.0,WIN GALARETKA POMARANCZOWA 75 G,"0,069518717","26,00","0,00",0,
 ,1.0,717.0,WIN GALARETKA TRUSKAWKA 79G,"0,331550802","124,00","0,00",0,
 ,1.0,715.0,WIN GALARETKA WISNIOWY 79G WINIARY,"0,122994652","46,00","0,00",0,
 ,1.0,5015.0,WIN KRUPNIK POLSKI 59 G,"0,010695187","4,00","0,00",0,
 ,1.0,18540.0,WIN MAJONEZ DELIKATNY 250 ML,"0,002673797","1,00","0,00",0,
 ,1.0,9860.0,WIN POMYSL NA KURCZAK W SOS SMIET ZIOLOW,"0,040106952","15,00","0,00",0,
 ,1.0,18245.0,WIN POMYSL NA RYBE NA SOS KOPERKOWY,"0,040106952","15,00","0,00",0,
 ,1.0,8852.0,WIN POMYSL NA SPAG.PO BOLONSKU,"0,117647059","44,00","0,00",0,
 ,1.0,19488.0,WIN POMYSL...ZAPIEKANKE SEROWA,"0,021390374","8,00","0,00",0,
 ,1.0,6561.0,WIN POMYSL..KLOPSIKI,"0,024064171","9,00","0,00",0,
 ,1.0,12740.0,WIN POMYSL..NA CHLOPSKI GARNEK,"0,010695187","4,00","0,00",0,
 ,1.0,18243.0,WIN POMYSL..ZAPIEKANKE Z SZYNKA,"0,090909091","34,00","0,00",0,
 ,1.0,19234.0,WIN POMYS? NA KURCZAK PAP ZIOLA,"0,013368984","5,00","0,00",0,
 ,1.0,18573.0,WIN POMYS? NA ?EBERKA,"0,013368984","5,00","0,00",0,
 ,1.0,770.0,WIN ROSOL DROBIOWY 60G,"0,326203209","122,00","0,00",0,
 ,1.0,10483.0,WIN ROSOL WOLOWY 60G,"0,024064171","9,00","0,00",0,
 ,1.0,15736.0,WIN SOS GRZYBOWY 34G,"0,272727273","102,00","0,00",0,
 ,1.0,232.0,WIN SOS MYSLIWSKI 33GR,"0,042780749","16,00","0,00",0,
 ,1.0,779.0,WIN SOS PIECZ/CIEMNY 30G,"1,360962567","509,00","0,00",0,
 ,1.0,8507.0,WIN SOS PIECZARKOWY 34G,"0,139037433","52,00","0,00",0,
 ,1.0,2856.0,WIN SOS PIECZENIOWY JASNY,"0,152406417","57,00","0,00",0,
 ,1.0,2063.0,WIN SOS POMIDOROWY 38G,"0,155080214","58,00","0,00",0,
 ,1.0,15798.0,WIN SOS SER-PIECZ ARKA,"0,010695187","4,00","0,00",0,
 ,1.0,786.0,WIN ZELATYNA SPOZYWCZA,"0,056149733","21,00","0,00",0,
 ,1.0,710.0,WIN ZUPA FASOLOWA 66G,"0,034759358","13,00","0,00",0,
 ,1.0,228.0,WIN ZUPA GROCHOWA 75GR,"0,029411765","11,00","0,00",0,
 ,1.0,18994.0,WIN ZUPA ZUREK 49 G,"0,152406417","57,00","0,00",0,
 ,1.0,13638.0,"WODA JURAJSKA TRUSKAWKA 1,5L,N/G","0,032085561","12,00","0,00",0,
 ,1.0,12833.0,ZAPRAWA CYTRYNOWA 500G,"0,00802139","3,00","0,00",0,
 ,1.0,9839.0,ZEL FIX 2+1 DR.OETKER,"0,07486631","28,00","0,00",0,
 ,1.0,7327.0,ZEL FIX 3+1 DR.OETKER,"0,040106952","15,00","0,00",0,
 ,1.0,676.0,ZELATYNA SPOZYWCZA 50G CYKORIA,"0,219251337","82,00","0,00",0,
 ,1.0,6868.0,ZELATYNA Z PRZYPR.CYKORIA,"0,454545455","170,00","0,00",0,
 ,1.0,8573.0,ZESTAW HERBAT ZIELONYCH MALWA 30 SZT..,"0,005347594","2,00","0,00",0,
 ,1.0,4735.0,ZESTAW SW Z KUBKIEM,"0,005347594","2,00","0,00",0,
 ,1.0,2410.0,ZOTT SMIETANA 12 330 G,"0,005347594","2,00","0,00",0,
 ,1.0,2411.0,ZOTT SMIETANA 18% 330 G,"0,002673797","1,00","0,00",0,
 ,1.0,5318.0,ZUPA KUKSU  PIKANTNA,"0,010695187","4,00","0,00",0,
 ,1.0,7629.0,ZUPA PIECZARKOWA 41G AMINO,"0,024064171","9,00","0,00",0,
 ,1.0,18870.0,ZUPA PIECZARKOWA NORDIS,"0,061497326","23,00","0,00",0,
 ,1.0,4748.0,ZUPA VIFON KURCZAK LAGODNY 70G,"0,064171123","24,00","0,00",0,
 ,1.0,1346.0,ZUPA VIFON KURCZAK ZLOTY,"0,088235294","33,00","0,00",0,
 ,1.0,10876.0,ZUPA VIFON TAJSKA,"0,064171123","24,00","0,00",0,
 ,1.0,5668.0,ZUPA VIVON KURCZAK PIKANTNY 70 G,"0,122994652","46,00","0,00",0,
 ,1.0,19468.0,WIN POMYS? NA SPAGHETII CARBONERA,"0,002673797","1,00","29,00",10846,"0,034482759"
 ,1.0,18741.0,KNORR SOS GRZYBOWY 24G,"0,002673797","1,00","21,00",7854,"0,047619048"
 ,1.0,3648.0,WIN BUDYN WANILIOWY B/C,"0,00802139","3,00","27,00",3366,"0,111111111"
 ,1.0,17994.0,DR LUKIER KOLOR 100G,"0,002673797","1,00","5,00",1870,"0,2"
 ,1.0,17561.0,FASOLA Z BOCZKIEM 450 G,"0,002673797","1,00","5,00",1870,"0,2"
 ,1.0,1830.0,GROSZEK KONS.BONDUELA 200 G,"0,005347594","2,00","10,00",1870,"0,2"
 ,1.0,9757.0,KALAFIOR MROZONY 450+90 G,"0,002673797","1,00","5,00",1870,"0,2"
 ,1.0,10504.0,RYZ 3 KOLORY 2*100,"0,002673797","1,00","5,00",1870,"0,2"
 ,1.0,1345.0,ZUPA VIFON KURCZAK CHINSKI,"0,010695187","4,00","19,00","1776,5","0,210526316"
 ,1.0,9003.0,KNORR TAGLITELLE 39 G,"0,005347594","2,00","8,00",1496,"0,25"
 ,1.0,460.0,PASTA DO OBUWIA BUWI BRAZOWA,"0,002673797","1,00","4,00",1496,"0,25"
 ,1.0,9936.0,GOS MLEKO TUBA 150 G,"0,024064171","9,00","33,00","1371,333333","0,272727273"
 ,1.0,10341.0,AMINO BLYSK KWASNICA PO GÓRALSKU 64 G,"0,013368984","5,00","17,00","1271,6","0,294117647"
 ,1.0,9002.0,KNORR PRZYPRAWA DO ZAPIEKANEK 23 G,"0,005347594","2,00","6,00",1122,"0,333333333"
 ,1.0,16269.0,SALATKA SLEDZ+GROSZEK 150 G,"0,005347594","2,00","5,00",935,"0,4"
 ,1.0,3915.0,PASTA D/BUTOW BUWI CZARNA PUSZKA 40ML,"0,002673797","1,00","2,00",748,"0,5"
 ,1.0,10505.0,RYZ JASMINOWY 4*100,"0,005347594","2,00","4,00",748,"0,5"
 ,1.0,5828.0,WIN PAPIRUS Z ZIOLAMI PROW.,"0,005347594","2,00","4,00",748,"0,5"
 ,1.0,1840.0,WIN ROSOL DROBIOWY 180G,"0,021390374","8,00","16,00",748,"0,5"
 ,1.0,8885.0,WIN PAPIRUS PAPRYKA   25G,"0,018716578","7,00","12,00","641,1428571","0,583333333"
 ,1.0,7830.0,SLONECZNIK CZARNY 80G ANDREX,"0,058823529","22,00","37,00",629,"0,594594595"
 ,1.0,12524.0,DR O POSYPKA DO CIAST KOLOR,"0,00802139","3,00","4,00","498,6666667","0,75"
 ,1.0,9659.0,SMAK MAK SMALEC Z BOCZKIEM I CEBULA 200G,"0,00802139","3,00","4,00","498,6666667","0,75"
 ,1.0,9364.0,CYKORIA BUDYN CYTRYNOWY 40 G B/CUKRU,"0,050802139","19,00","25,00","492,1052632","0,76"
 ,1.0,6050.0,KNORR G K SEROWA Z GRZANKAMI,"0,016042781","6,00","7,00","436,3333333","0,857142857"
 ,1.0,3833.0,PIECZARKA CA?A 156 G S?ON.OGROD,"0,021390374","8,00","9,00","420,75","0,888888889"
 ,1.0,11105.0,AGA MIGDALY PLATKI 50G,"0,029411765","11,00","11,00",374,1
 ,1.0,6030.0,CAPPUCCINO ORZECHOWE MOKATE 110GR,"0,00802139","3,00","3,00",374,1
 ,1.0,9657.0,SMAK MAK FILET Z KURCZ W GALAR.200G,"0,00802139","3,00","3,00",374,1
 ,1.0,9647.0,SMAK MAK FLAKI WIEPRZOWE 900 G W POMID,"0,00802139","3,00","3,00",374,1
 ,1.0,10340.0,SUCHARKI MAMUT 235 G GRAHAM,"0,00802139","3,00","3,00",374,1
 ,1.0,8571.0,WIN POMYS? NA RYBE PO GRECKU 42 G,"0,013368984","5,00","5,00",374,1
 ,1.0,19580.0,ZURAWINA S?OIK 230 G,"0,005347594","2,00","2,00",374,1
 ,1.0,5365.0,KNORR G K OGORKOWA Z GRZANKAMI,"0,120320856","45,00","41,00","340,7555556","1,097560976"
 ,1.0,11066.0,WIN KISIEL TRUSKAWKOWY 77G,"0,120320856","45,00","40,00","332,4444444","1,125"
 ,1.0,5427.0,GELLWE GALARETKA WISNIA 75 G,"0,029411765","11,00","9,00",306,"1,222222222"
 ,1.0,10747.0,KNORR FIX GOLABKI BEZ ZAW,"0,00802139","3,00","2,00","249,3333333","1,5"
 ,1.0,14318.0,WIN KISIEL WISNIOWY Z CUK 77G,"0,181818182","68,00","44,00",242,"1,545454545"
 ,1.0,2030.0,SOL 1KG O.SOLE,"0,050802139","19,00","12,00","236,2105263","1,583333333"
 ,1.0,860.0,KNORR SOS DO SAL.PAP.ZIOLA 9G,"0,077540107","29,00","18,00","232,137931","1,611111111"
 ,1.0,4869.0,CYKORIA BUDYN WANILIOWY B/C 40 G,"0,131016043","49,00","30,00","228,9795918","1,633333333"
 ,1.0,9365.0,CYKORIA BUDYN CZEKOLADOWY 40 G B/CUKRU,"0,07486631","28,00","16,00","213,7142857","1,75"
 ,1.0,4140.0,CUKIER PUDER KUPIEC 400G,"0,024064171","9,00","5,00","207,7777778","1,8"
 ,1.0,10058.0,DRAZE TIC TAC,"0,122994652","46,00","24,00","195,1304348","1,916666667"
 ,1.0,17995.0,DR LUKIER KOLOR 100G,"0,005347594","2,00","1,00",187,2
 ,1.0,7064.0,KREM CHRZANOWY 160 G SMAK,"0,010695187","4,00","2,00",187,2
 ,1.0,3952.0,MIOD SZTUCZNY PROSPONA 410G,"0,005347594","2,00","1,00",187,2
 ,1.0,6299.0,SOS DO LODOW 200 G TRUSK,"0,005347594","2,00","1,00",187,2
 ,1.0,716.0,WIN GALARETKA AGRESTOWA 79G,"0,072192513","27,00","13,00","180,0740741","2,076923077"
 ,1.0,11557.0,LOWICZ DZEM KIWI 280 G,"0,029411765","11,00","5,00",170,"2,2"
 ,1.0,12458.0,KNORR SOS SEROWY 34 G,"0,048128342","18,00","8,00","166,2222222","2,25"
 ,1.0,8927.0,ZUPA VIFON KURCZAK PIECZ.LAGODNY,"0,045454545","17,00","7,00",154,"2,428571429"
 ,1.0,6796.0,DR O AROMAT RUMOWY,"0,040106952","15,00","6,00","149,6","2,5"
 ,1.0,10482.0,PIECZYWO WASA LEKKIE PSZENNE,"0,00802139","3,00","1,00","124,6666667",3
 ,1.0,9829.0,SER LA POLE BLU 150 G,"0,016042781","6,00","2,00","124,6666667",3
 ,1.0,16876.0,ZUREK KRAKUS BUT 300G,"0,016042781","6,00","2,00","124,6666667",3
 ,1.0,17104.0,KNORR G.K ROSÓL  Z KURY Z MAK.12 G,"0,042780749","16,00","5,00","116,875","3,2"
 ,1.0,15240.0,KINDER MLECZNA KANAPKA,"0,294117647","110,00","32,00","108,8","3,4375"
 ,1.0,5252.0,WIN PAPIRUS Z CZOSNKIEM,"0,037433155","14,00","4,00","106,8571429","3,5"
 ,1.0,5696.0,"FASOLA 0,5KG ROLMOK","0,024064171","9,00","2,00","83,11111111","4,5"
 ,1.0,10349.0,KNORR FIX DO SPAGH.4-SERY,"0,101604278","38,00","8,00","78,73684211","4,75"
 ,1.0,6107.0,GALARETKA TRUS. GELLWE 79G,"0,093582888","35,00","7,00","74,8",5
 ,1.0,2226.0,NAP BAHAMA 1 L ANANAS,"0,026737968","10,00","2,00","74,8",5
 ,1.0,15610.0,OCET JABLKOWY 250 ML,"0,013368984","5,00","1,00","74,8",5
 ,1.0,10249.0,AGA SLIWKA SUSZONA 120 G,"0,056149733","21,00","4,00","71,23809524","5,25"
 ,1.0,1839.0,WIN ROSOL DROBIOWY 120G,"0,114973262","43,00","8,00","69,58139535","5,375"
 ,1.0,6578.0,GELLWE GALARETKA POMARAN.79G,"0,090909091","34,00","6,00",66,"5,666666667"
 ,1.0,207.0,KNORR G.K. POMIDOROWA Z MAKARON,"0,229946524","86,00","15,00","65,23255814","5,733333333"
 ,1.0,14495.0,GELLWE PROSZEK DO PIECZANIA 30 G,"0,272727273","102,00","17,00","62,33333333",6
 ,1.0,10348.0,KNORR FIX DO SPAG CARBONARA,"0,016042781","6,00","1,00","62,33333333",6
 ,1.0,60.0,JAJKA KURZE KL.A,"0,082887701","31,00","5,00","60,32258065","6,2"
 ,1.0,15389.0,CYKORIA SOS DO PIECZENI,"0,120320856","45,00","7,00","58,17777778","6,428571429"
 ,1.0,7829.0,KREM LAKOMCIA CZEK.ORZECH 190G,"0,147058824","55,00","8,00","54,4","6,875"
 ,1.0,9989.0,KAMIS MUSZTARDA STO?OWA 185 GR,"0,018716578","7,00","1,00","53,42857143",7
 ,1.0,9113.0,KNORR G.K. KURKOWA Z MAKARONEM 13 G,"0,018716578","7,00","1,00","53,42857143",7
 ,1.0,1542.0,WIN ZUPA OGORKOWA 44GR,"0,037433155","14,00","2,00","53,42857143",7
 ,1.0,225.0,PUDL MIESZANKA WARZYWNA 450 G,"0,024064171","9,00","1,00","41,55555556",9
 ,1.0,17478.0,WAFLE RYZOEE Z PESTKAMI DYNI 130 G SONKO,"0,048128342","18,00","2,00","41,55555556",9
 ,1.0,8492.0,WIN GALARETKA BRZOSKWI?. 79GR,"0,053475936","20,00","2,00","37,4",10
 ,1.0,18486.0,KROKIETY KASZTELAN 400G,"0,112299465","42,00","4,00","35,61904762","10,5"
 ,1.0,86.0,ANANAS PLASTRY 580 G GIANA,"0,029411765","11,00","1,00",34,11
 ,1.0,7686.0,RODZYNKI 100G KRESTO,"0,029411765","11,00","1,00",34,11
 ,1.0,3950.0,SZPARAGI ROLNIK 370ML ROLMIK,"0,029411765","11,00","1,00",34,11
 ,1.0,2897.0,KNOR NUDLE POMIDOROWA PIKANTNA 63 G,"0,20855615","78,00","7,00","33,56410256","11,14285714"
 ,1.0,5814.0,SZPARAGI KONSERWOWE 212ML ROLNIK,"0,032085561","12,00","1,00","31,16666667",12
 ,1.0,16494.0,AMINO BLYSK  BARSZCZ CZERWONY,"0,163101604","61,00","5,00","30,6557377","12,2"
 ,1.0,8631.0,CHEETOS MIX-UPS 70 G,"0,136363636","51,00","4,00","29,33333333","12,75"
 ,1.0,15609.0,POWIDLA SLIWKA SLON.OGROD 290G,"0,192513369","72,00","5,00","25,97222222","14,4"
 ,1.0,6932.0,GELLWE KISIEL TRUSKAWKA 38G,"0,050802139","19,00","1,00","19,68421053",19
 ,1.0,12871.0,WIN BARSZCZ CZERWONY INSTANT 170 G,"0,053475936","20,00","1,00","18,7",20
 ,1.0,3653.0,WIN BUDYN SMIETANKOWY B/CUK,"0,077540107","29,00","1,00","12,89655172",29
 ,1.0,1355.0,PIEROGI RUSKIE 400G GRZESK.,"0,160427807","60,00","2,00","12,46666667",30
 ,1.0,782.0,AMINO BLYSK.POMIDOROWA,"0,331550802","124,00","4,00","12,06451613",31
 ,1.0,17188.0,SZYSZKA RYZOWA,"0,131016043","49,00","1,00","7,632653061",49
 ,1.0,6756.0, BRZOSKWINIE 820G SPLENDOR PUSZ,0,"0,00","0,00",-,-
 ,1.0,19415.0,A BALERON 80 G,0,"0,00","0,00",-,-
 ,1.0,19416.0,A CIASTECZKA BALZEN,0,"0,00","0,00",-,-
 ,1.0,19421.0,A GRATKA DO PICIA 170 G,0,"0,00","0,00",-,-
 ,1.0,19418.0,A JOGOBELA 150 G,0,"0,00","0,00",-,-
 ,1.0,19419.0,A TIC TAC,0,"0,00","0,00",-,-
 ,1.0,19414.0,A WIN BUDYN SMIETANK 60 G,0,"0,00","0,00",-,-
 ,1.0,19103.0,ALMETTE 150 G RÓZNE SMAKI,0,"0,00","0,00",-,-
 ,1.0,783.0,AMINO BLYSK BARSZCZ CZERWONY 69G,0,"0,00","22,00",-,-
 ,1.0,6862.0,AMINO BLYSK GROCHOWA 69G,0,"0,00","0,00",-,-
 ,1.0,16922.0,AMINO BLYSK POMIDOROWA 61 G,0,"0,00","0,00",-,-
 ,1.0,8733.0,AMINO BLYSK WARZYWNA 62G,0,"0,00","0,00",-,-
 ,1.0,17659.0,AMINO B?YSK. FLAKI 62 G,0,"0,00","0,00",-,-
 ,1.0,11245.0,AMINO DANIE Z SOSEM BOLONSKIM,0,"0,00","0,00",-,-
 ,1.0,17360.0,AMINO GRZYBOWA 57 G,0,"0,00","0,00",-,-
 ,1.0,2252.0,AMINO GRZYBOWA INST.60G,0,"0,00","0,00",-,-
 ,1.0,7995.0,AMINO ZUREK SLASKI 46G,0,"0,00","0,00",-,-
 ,1.0,15369.0,ANANAS W PUSZCE 565 G,0,"0,00","0,00",-,-
 ,1.0,17148.0,ANANASY SUSZONE 80 G,0,"0,00","0,00",-,-
 ,1.0,7388.0,ANANASY W PUSZ SPLENDOR,0,"0,00","0,00",-,-
 ,1.0,4321.0,AROMAT DO CIAST WANILIOWY DELECTA,0,"0,00","0,00",-,-
 ,1.0,3834.0,ASTA LISC LAUROWY 5 G,0,"0,00","0,00",-,-
 ,1.0,14137.0,BABECZKI Z BUDYNIEM  CIASTO,0,"0,00","0,00",-,-
 ,1.0,18725.0,BAKALAND MUSLI 300 G,0,"0,00","0,00",-,-
 ,1.0,16271.0,BAKOMA APETINA 200 G,0,"0,00","0,00",-,-
 ,1.0,3856.0,BALERON EXTRA KG,0,"0,00","0,00",-,-
 ,1.0,17289.0,BANANY 10 KG,0,"0,00","0,00",-,-
 ,1.0,8873.0,"BARSZCZ   BIA?Y  0,4 L BUTELKA",0,"0,00","0,00",-,-
 ,1.0,8925.0,BARSZCZ CZERWONY 37 G AMINO,0,"0,00","0,00",-,-
 ,1.0,17214.0,BATON DUPLO 75 G,0,"0,00","0,00",-,-
 ,1.0,17290.0,BATON KINDER MLECZ.KAN,0,"0,00","0,00",-,-
 ,1.0,8880.0,BENECOL DESER RED.CHOLESTEROLU 2 SZT,0,"0,00","0,00",-,-
 ,1.0,6069.0,BISZKOPT PETITKI 120 G LU,0,"0,00","0,00",-,-
 ,1.0,7560.0,BITA SMIETANA VITALA 250ML SPRAY,0,"0,00","0,00",-,-
 ,1.0,19958.0,BLONNIK NATURA.Z ZIELONA HERBATA,0,"0,00","0,00",-,-
 ,1.0,4998.0,BOBOVITA KASZ.SNIADANKO,0,"0,00","0,00",-,-
 ,1.0,17140.0,BOMBONIERKA BUTELECZKI Z LIKIEREM 165G,0,"0,00","0,00",-,-
 ,1.0,17215.0,BOMBONIERKA FERERO 269,0,"0,00","0,00",-,-
 ,1.0,17142.0,BOMBONIERKA RUM KOKOS 200G,0,"0,00","0,00",-,-
 ,1.0,19529.0,BOROWIK SUSZONY 30 G,0,"0,00","0,00",-,-
 ,1.0,19577.0,BORÓWKA SLOIK 230 G,0,"0,00","0,00",-,-
 ,1.0,19170.0,BRZOSKWINIA 850 PUSZKA GIANA,0,"0,00","0,00",-,-
 ,1.0,16353.0,BUDYN SMIETANKOWY 65G DELECTA,0,"0,00","0,00",-,-
 ,1.0,16352.0,BUDYN WANILIOWY DELECTA 65G,0,"0,00","0,00",-,-
 ,1.0,16615.0,BULKA TARKA LEMIS,0,"0,00","0,00",-,-
 ,1.0,84.0,C HOT DOG,0,"0,00","0,00",-,-
 ,1.0,16822.0,CATERING FILET ZKURCZAKA,0,"0,00","0,00",-,-
 ,1.0,4336.0,CATERING GALAT DROBIOWY 180 G,0,"0,00","0,00",-,-
 ,1.0,4337.0,CATERING GALAT WIEPRZOWY 180 G,0,"0,00","0,00",-,-
 ,1.0,4334.0,CATERING SALATKA,0,"0,00","0,00",-,-
 ,1.0,16813.0,CATERING SALATKA JARZYNOWA,0,"0,00","0,00",-,-
 ,1.0,16821.0,CATERING SCHAB Z CHRZANEM,0,"0,00","0,00",-,-
 ,1.0,2979.0,CENOS GROCH LUSK.400G,0,"0,00","0,00",-,-
 ,1.0,16864.0,CHESESEBURGER,0,"0,00","0,00",-,-
 ,1.0,16934.0,CHRISTMES SWECACY Z CUKIERKAMI,0,"0,00","0,00",-,-
 ,1.0,6908.0,CHRUPKI PALECZKI KUKURYDZ.60GR TBM,0,"0,00","0,00",-,-
 ,1.0,15675.0,CHRUPKI SUNBITERS Z PAPRYKA,0,"0,00","0,00",-,-
 ,1.0,15674.0,CHRUPKI Z JABLKIEM,0,"0,00","0,00",-,-
 ,1.0,16355.0,CHRUPKIE PIECZYWO ZYTNIE 200G TOVAG,0,"0,00","0,00",-,-
 ,1.0,6464.0,CHRZAN Z ZURAWINA 190 G KRAKUS,0,"0,00","0,00",-,-
 ,1.0,17233.0,CIASTKA AMERYKANKI 125 G,0,"0,00","0,00",-,-
 ,1.0,17222.0,CIASTKA DELICJE 294 G,0,"0,00","0,00",-,-
 ,1.0,17218.0,CIASTKA DELICJE SZAMP 294G,0,"0,00","0,00",-,-
 ,1.0,15562.0,CIASTKA DESIMO 140 G WISNIA,0,"0,00","0,00",-,-
 ,1.0,17223.0,CIASTKA GERERD PRYNC.235 G,0,"0,00","0,00",-,-
 ,1.0,17224.0,CIASTKA HIT 220 G,0,"0,00","0,00",-,-
 ,1.0,17231.0,CIASTKA OREO 176 G,0,"0,00","0,00",-,-
 ,1.0,17232.0,CIASTKA OREO CZEKOL.154G,0,"0,00","0,00",-,-
 ,1.0,3839.0,CIASTKA PARTY 135 G PORZECZKA,0,"0,00","0,00",-,-
 ,1.0,3227.0,CIASTKA WITAMIN,0,"0,00","0,00",-,-
 ,1.0,3226.0,CIASTKA WITAMIN,0,"0,00","0,00",-,-
 ,1.0,3177.0,CIASTO KROWKA DELECTA 570 G,0,"0,00","0,00",-,-
 ,1.0,15924.0,"CUKIER ZELUJACY   0,5 KG",0,"0,00","0,00",-,-
 ,1.0,17237.0,CUKIERKI KINDER BONS 125G,0,"0,00","0,00",-,-
 ,1.0,17244.0,CUKIERKI MIX W CZEKOL 300G,0,"0,00","0,00",-,-
 ,1.0,17138.0,CUKIERKI ROSP.FRIIT POMAR,0,"0,00","0,00",-,-
 ,1.0,17252.0,CUKIERKI SLIWKA W CZEKOL LUZ,0,"0,00","0,00",-,-
 ,1.0,17246.0,CUKIERKI TIC TAC  POMARANCZ,0,"0,00","0,00",-,-
 ,1.0,17248.0,CUKIERKI TRUFLA 270 G,0,"0,00","0,00",-,-
 ,1.0,17250.0,CUKIERKI TRUFLA 350 G,0,"0,00","0,00",-,-
 ,1.0,17251.0,CUKIERKI TRUFLA NORD 500G,0,"0,00","0,00",-,-
 ,1.0,17249.0,CUKIERKI TRUFLA W BIAL.CZEK.270 G,0,"0,00","0,00",-,-
 ,1.0,16883.0,CYKORIA SOS POMIDOROWY50 G,0,"0,00","0,00",-,-
 ,1.0,17255.0,CZEKOLADA BARON BAKALIA 250 G,0,"0,00","0,00",-,-
 ,1.0,10862.0,CZEKOLADA LA FESTA CLASSIC 150G,0,"0,00","0,00",-,-
 ,1.0,13617.0,CZEKOLADA MILKA CHOCO RICE,0,"0,00","0,00",-,-
 ,1.0,17670.0,CZEKOLADA NA GORACO +WISNIA,0,"0,00","0,00",-,-
 ,1.0,16211.0,CZEKOLADOWY BANAN LUZ,0,"0,00","0,00",-,-
 ,1.0,1397.0,DA DANONKI WANILIA 4*50G,0,"0,00","3,00",-,-
 ,1.0,16823.0,DAKTYLE 100 G BAKALAND,0,"0,00","0,00",-,-
 ,1.0,9151.0,DANIE KACHNY SOS SLOD-KWASNY  500 ML,0,"0,00","0,00",-,-
 ,1.0,9269.0,DELACTA GALARETKA CYTR.NA SZYBKO,0,"0,00","0,00",-,-
 ,1.0,18764.0,DELACTA GALARETKI TRUSKAWKA,0,"0,00","0,00",-,-
 ,1.0,19061.0,DELECTA  ?ATWO CIACHO 50 G,0,"0,00","0,00",-,-
 ,1.0,7831.0,DELECTA AR.SMIETANA,0,"0,00","0,00",-,-
 ,1.0,16920.0,DELECTA OWOCOWY K.KISEL Z TRUSKAW,0,"0,00","0,00",-,-
 ,1.0,2212.0,DELECTA SERNIK BLYSKAWICZNY,0,"0,00","0,00",-,-
 ,1.0,18823.0,DELECTA SERNIK NA ZIMNO SZYBKI,0,"0,00","0,00",-,-
 ,1.0,9095.0,DELECTA ZELATYNA SP.50 G,0,"0,00","0,00",-,-
 ,1.0,16825.0,DESER MANTE CRANCH 130 G,0,"0,00","0,00",-,-
 ,1.0,15563.0,DESER ZOOT Z  KOR.CZEKOL,0,"0,00","24,00",-,-
 ,1.0,3045.0,DEVELEY SOS ZIOLOWY 200 ML,0,"0,00","0,00",-,-
 ,1.0,14954.0,DEZYTURAT,0,"0,00","0,00",-,-
 ,1.0,8598.0,DR AZURKI DEKOR. Z CZEK.DES,0,"0,00","0,00",-,-
 ,1.0,17992.0,DR DEKORACJE ROZYCZKI,0,"0,00","0,00",-,-
 ,1.0,17993.0,DR LUKIER KOLOR 100G,0,"0,00","0,00",-,-
 ,1.0,14129.0,DR O AROMAT.POMARA?CZ 9 ML,0,"0,00","0,00",-,-
 ,1.0,16077.0,DR PISAKI DO CIAST,0,"0,00","0,00",-,-
 ,1.0,1364.0,DR.O BUDYN SLOD.CHWILA CZEKOL,0,"0,00","0,00",-,-
 ,1.0,5915.0,DR.O BUDYN WANILIOWY 40G,0,"0,00","0,00",-,-
 ,1.0,12032.0,DR.O GALARETKA AGRESTOWA 90G,0,"0,00","0,00",-,-
 ,1.0,3649.0,DR.O GALARETKA MALINOWA 90G,0,"0,00","0,00",-,-
 ,1.0,3644.0,DR.O GALARETKA TRUSKAWKA 90G,0,"0,00","0,00",-,-
 ,1.0,6790.0,DR.O SERNIK NA ZIMNO 193G,0,"0,00","0,00",-,-
 ,1.0,10292.0,DR.O SLODKA CHW.KASZKA TRUSKAWKA,0,"0,00","0,00",-,-
 ,1.0,5913.0,DR.O.BUDYN CZEKOLADOWY 45G B/C,0,"0,00","0,00",-,-
 ,1.0,17128.0,DRAZE RUM KOKOS 100G,0,"0,00","0,00",-,-
 ,1.0,17130.0,DRAZE RUM KOKOS BIALE 100G,0,"0,00","0,00",-,-
 ,1.0,17256.0,DROPS MENTOS 38 G,0,"0,00","0,00",-,-
 ,1.0,3997.0,DYNIA W OCCIE 220 G,0,"0,00","0,00",-,-
 ,1.0,17285.0,DZEM TRUSKAWKA 270 KOTLIN N/SL,0,"0,00","0,00",-,-
 ,1.0,9114.0,EKOLAND HERB.WISNIA ROZG300 G,0,"0,00","0,00",-,-
 ,1.0,17299.0,EKOLAND OWOCE LESNE 300G,0,"0,00","0,00",-,-
 ,1.0,17212.0,FASOLA CZERWONA BONDUEL 310G,0,"0,00","0,00",-,-
 ,1.0,17291.0,FASOLA DANIE KACHNY 500 G,0,"0,00","0,00",-,-
 ,1.0,15809.0,"FASOLA JAS 0,5 KG STEFIK",0,"0,00","0,00",-,-
 ,1.0,1234.0,FASOLA KONSERWOWA 240 G CIESLAK,0,"0,00","0,00",-,-
