Pgroup,Lp,PKod,Pname,p_sale_in_time,Psale,Pavarage_stock,Rotation_in_days,Rotation_in_times
ART._HYGIENIC,,,,,,,,
 ,1.0,3843.0,MYDLO DOVE 100G EXFOLIATING,"0,00802139","3,00","0,00",0,
 ,1.0,10222.0,MYDLO DOVE KOSTKA 100G BUTTER,"0,00802139","3,00","0,00",0,
 ,1.0,4090.0,MYDLO DOVE OIL 100G,"0,005347594","2,00","0,00",0,
 ,1.0,5721.0,MYDLO LUKSJA 90 G GLICERIN,"0,018716578","7,00","0,00",0,
 ,1.0,4064.0,MYDLO LUKSJA 90 G LINEN,"0,085561497","32,00","0,00",0,
 ,1.0,3802.0,MYDLO LUKSJS 90 G FRESH,"0,010695187","4,00","0,00",0,
 ,1.0,18265.0,MYDLO PALMOLIVE 100 G,"0,016042781","6,00","0,00",0,
 ,1.0,9469.0,MYDLO SAFINA 90 G OLIWKA,"0,016042781","6,00","0,00",0,
 ,1.0,9956.0,MYDLO SAFINA JASMIN 90GR,"0,016042781","6,00","0,00",0,
 ,1.0,9954.0,MYDLO SAFINA KREMOWE 90 GR,"0,016042781","6,00","0,00",0,
 ,1.0,6764.0,MYDLO SZARE 175 G,"0,048128342","18,00","0,00",0,
 ,1.0,9953.0,MYDLO SZARE ATTIS 200GR,"0,016042781","6,00","0,00",0,
 ,1.0,9627.0,MYDLO W PLYNIE 500 ML SASZETKA ABE,"0,00802139","3,00","0,00",0,
 ,1.0,9628.0,MYDLO W PLYNIE SASZETKA 500 ML ABE,"0,002673797","1,00","0,00",0,
 ,1.0,19254.0,MYD?O ARKO CREAMY 90 G,"0,013368984","5,00","0,00",0,
 ,1.0,4725.0,MYD?O LUKSJA W KOSTCE ROCE 90G,"0,064171123","24,00","0,00",0,
 ,1.0,8137.0,MYSZ NAKRECANA,"0,002673797","1,00","0,00",0,
 ,1.0,7639.0,NABIJARKA,"0,002673797","1,00","0,00",0,
 ,1.0,3520.0,"NAP SPRITE 0,2 PUSZKA","0,128342246","48,00","0,00",0,
 ,1.0,8460.0,NIVEA SZAMPIN 2*1 250 ML,"0,005347594","2,00","0,00",0,
 ,1.0,8461.0,NIVEA SZAMPON DIAMOND 250 ML,"0,002673797","1,00","0,00",0,
 ,1.0,7932.0,NOZE 12 SZT,"0,00802139","3,00","0,00",0,
 ,1.0,8127.0,NOZYCZKI NIEBIESKIE,"0,002673797","1,00","0,00",0,
 ,1.0,8126.0,NOZYCZKI Z LINIJKA,"0,005347594","2,00","0,00",0,
 ,1.0,10238.0,NUREK 500 G GRANULKI DO RUR,"0,002673797","1,00","0,00",0,
 ,1.0,10236.0,NUREK GRANULKI UDRAZNIA 250 G,"0,005347594","2,00","0,00",0,
 ,1.0,5984.0,ODSWIEZACZ  SZYSZKA,"0,00802139","3,00","0,00",0,
 ,1.0,6351.0,ODSWIEZACZ SPRAY 400 ML,"0,010695187","4,00","0,00",0,
 ,1.0,6353.0,ODSWIEZACZ SPRAY 400 ML,"0,002673797","1,00","0,00",0,
 ,1.0,6354.0,ODSWIEZACZ SPRAY 400 ML,"0,00802139","3,00","0,00",0,
 ,1.0,7574.0,ODSWIEZACZ SZYSZKA KOKOS,"0,002673797","1,00","0,00",0,
 ,1.0,7575.0,ODSWIEZACZ SZYSZKA KONWALIA,"0,005347594","2,00","0,00",0,
 ,1.0,8490.0,ODSWIEZACZ W ZELU AROLA 150 G,"0,002673797","1,00","0,00",0,
 ,1.0,6348.0,ODSWIEZACZ ZAPAS,"0,024064171","9,00","0,00",0,
 ,1.0,6848.0,ODSWIEZACZ ZAPAS,"0,005347594","2,00","0,00",0,
 ,1.0,6347.0,ODSWIEZACZ ZAPAS,"0,010695187","4,00","0,00",0,
 ,1.0,8849.0,ODSWIEZACZ ZAPAS DO SZYSZKI,"0,013368984","5,00","0,00",0,
 ,1.0,7579.0,ODSWIEZACZ ZAPAS DO SZYSZKI,"0,010695187","4,00","0,00",0,
 ,1.0,7752.0,ODSWIEZACZ ZAPAS SZYSZKA,"0,005347594","2,00","0,00",0,
 ,1.0,4960.0,OLOWEK TECHNICZNY BIC,"0,010695187","4,00","0,00",0,
 ,1.0,10794.0,OPASKA DZIANA PODTRZYMUJACA 10 CM *4M,"0,029411765","11,00","0,00",0,
 ,1.0,9451.0,PADPASKI BELLA CLASSIS NOVA10SZT,"0,002673797","1,00","0,00",0,
 ,1.0,8857.0,PALMOLIVE SZAMPON 350 ML,"0,005347594","2,00","0,00",0,
 ,1.0,8856.0,PALMOLIVE SZAMPON 350 ML PRZECIW LUPIEZO,"0,005347594","2,00","0,00",0,
 ,1.0,7117.0,PAP LM FORWARD,"0,49197861","184,00","0,00",0,
 ,1.0,9632.0,PAPIER DO PIECZENIA 6M,"0,013368984","5,00","0,00",0,
 ,1.0,7760.0,PAPIER DO PIECZENIA 8 M PAN PACK,"0,056149733","21,00","0,00",0,
 ,1.0,10474.0,PAPIER DO PREZENTOW,"0,042780749","16,00","0,00",0,
 ,1.0,1327.0,PAPIER KOLOR A5,"0,002673797","1,00","0,00",0,
 ,1.0,8118.0,PAPIER KOLOROWY 8 KART.,"0,026737968","10,00","0,00",0,
 ,1.0,2892.0,PAPIER SNIADANIOW.MAWA 300X325,"0,657754011","246,00","0,00",0,
 ,1.0,7116.0,PAPIER SNIADANIOWY 100SZT PAN PACK,"0,018716578","7,00","0,00",0,
 ,1.0,8011.0,PAPIER TOAL 8 ROL 2WAR,"0,021390374","8,00","0,00",0,
 ,1.0,16436.0,PAPIER TOAL ALMUSA 6 SZT,"0,016042781","6,00","0,00",0,
 ,1.0,6210.0,PAPIER TOAL.8 SZT MEA NIEB,"0,264705882","99,00","0,00",0,
 ,1.0,17005.0,PAPIER TOAL.ALMUSSO 6 SZT,"0,016042781","6,00","0,00",0,
 ,1.0,3314.0,PAPIER TOALET.MAWA,"0,136363636","51,00","0,00",0,
 ,1.0,9726.0,PAPIER TOALETOWY ALMUSSO 4 SZT,"0,018716578","7,00","0,00",0,
 ,1.0,6826.0,PAPIER TOALETOWY MEA BIALY 4 ROLKI,"0,117647059","44,00","0,00",0,
 ,1.0,6472.0,PAPIER TOALETOWY MEA BIA?A 8 SZT 3W 150,"0,240641711","90,00","0,00",0,
 ,1.0,1907.0,PAPIER TOALETOWY VELVET 8+2,"0,018716578","7,00","0,00",0,
 ,1.0,6364.0,PAPIER VELVET Z RUM.TOAELET 8 SZT,"0,00802139","3,00","0,00",0,
 ,1.0,5058.0,PASTA COLODENT BIEL 100G,"0,034759358","13,00","0,00",0,
 ,1.0,5203.0,PASTA COLODENT JUNIOR 56 G,"0,032085561","12,00","0,00",0,
 ,1.0,17578.0,PASTA COLODENT SUP.SWIEZOSC 100G,"0,032085561","12,00","0,00",0,
 ,1.0,5520.0,PASTA D/Z?B.B-A-M MINT 100ML,"0,005347594","2,00","0,00",0,
 ,1.0,16457.0,PASTA DO PRANIA KOMFORT 500 G,"0,002673797","1,00","0,00",0,
 ,1.0,17987.0,PASTA DO ZEB.COLODENT 4IN1,"0,016042781","6,00","0,00",0,
 ,1.0,8167.0,PASTA ELMEX +PLYN,"0,013368984","5,00","0,00",0,
 ,1.0,16070.0,PASTA ELMEX JUNIOR,"0,013368984","5,00","0,00",0,
 ,1.0,8166.0,PASTA ELWEX 50 ML DO DZIECI,"0,013368984","5,00","0,00",0,
 ,1.0,10370.0,PASTA ZDO ZEBOW BLEND A MED FAMILI,"0,016042781","6,00","0,00",0,
 ,1.0,3620.0,PATYCZKI BELLA FOLIA 160 T,"0,082887701","31,00","0,00",0,
 ,1.0,6799.0,PATYCZKI HIGIENICZNE 200 SZT MEA,"0,021390374","8,00","0,00",0,
 ,1.0,8124.0,PEDZLE ZESTAW 6 SZT,"0,00802139","3,00","0,00",0,
 ,1.0,4127.0,PERSIL 280 G COLD,"0,056149733","21,00","0,00",0,
 ,1.0,6155.0,PERSIL 280 G COLOR,"0,058823529","22,00","0,00",0,
 ,1.0,16582.0,"PERSIL EXPERT 4,4 KG","0,002673797","1,00","0,00",0,
 ,1.0,9397.0,PERSIL ZEL 1 L,"0,016042781","6,00","0,00",0,
 ,1.0,8869.0,"PERSIL ZEL 1,46 DO PRANIA","0,00802139","3,00","0,00",0,
 ,1.0,9399.0,PERWOL 900 ML RENEW KOLOR,"0,032085561","12,00","0,00",0,
 ,1.0,8140.0,PERWOL DO PRANIA BLACK BRIL.1 L,"0,00802139","3,00","0,00",0,
 ,1.0,2822.0,PERWOLL BALSAM MAGIC 1L,"0,002673797","1,00","0,00",0,
 ,1.0,2824.0,PERWOLL COLOR MAGIC 1L,"0,013368984","5,00","0,00",0,
 ,1.0,5523.0,PIEPRZ CZARNY ZIARNO 15GR,"0,286096257","107,00","0,00",0,
 ,1.0,8147.0,PIORNIK,"0,002673797","1,00","0,00",0,
 ,1.0,18929.0,PLASTELINA 10 SZT,"0,005347594","2,00","0,00",0,
 ,1.0,15650.0,PLASTRY FAMILI,"0,048128342","18,00","0,00",0,
 ,1.0,9720.0,PLATKI BELLA 140 SZT,"0,010695187","4,00","0,00",0,
 ,1.0,13834.0,PLATKI KOSM.BELLA KWADRAT 50SZT,"0,010695187","4,00","0,00",0,
 ,1.0,6801.0,PLATKI KOSMETYCZNE MEA 120 SZT,"0,155080214","58,00","0,00",0,
 ,1.0,10263.0,PLYN AJAX 1 L BOOST,"0,002673797","1,00","0,00",0,
 ,1.0,19126.0,PLYN AJAX 1L CZERWONY,"0,045454545","17,00","0,00",0,
 ,1.0,19.0,PLYN D/NACZ GIGUS 1L LEMON,"0,010695187","4,00","0,00",0,
 ,1.0,1875.0,"PLYN DA NACZYN EDGAR 0,5 L ALOES","0,048128342","18,00","0,00",0,
 ,1.0,6020.0,"PLYN DO PRANIA SURF 1,4 L","0,002673797","1,00","0,00",0,
 ,1.0,9988.0,PLYN DO WC  HELP ANTY KAMIEN 750ML,"0,00802139","3,00","0,00",0,
 ,1.0,5957.0,PLYN SILAN 1L SENSUAL,"0,00802139","3,00","0,00",0,
 ,1.0,16693.0,PLYTA CD I DVD,"0,195187166","73,00","0,00",0,
 ,1.0,4720.0,P?YN DO K?PIELI EVA 700ML LAWENDA,"0,005347594","2,00","0,00",0,
 ,1.0,5059.0,PODPASKI BELLA NOC 7 SZT,"0,018716578","7,00","0,00",0,
 ,1.0,17690.0,PODPASKI BELLA PERF.ROSE,"0,018716578","7,00","0,00",0,
 ,1.0,4077.0,PODPASKI BELLA PERFECTA NIGHT,"0,024064171","9,00","0,00",0,
 ,1.0,3593.0,PODPASKI BELLA PERFECTA ORANGE,"0,026737968","10,00","0,00",0,
 ,1.0,58.0,PODPASKI BELLA PERFECTA RED,"0,010695187","4,00","0,00",0,
 ,1.0,9957.0,PODPASKI NATURELLA CLASSIC NORMAL 10,"0,029411765","11,00","0,00",0,
 ,1.0,3518.0,PODPASKI NATURELLA MAXI  8,"0,018716578","7,00","0,00",0,
 ,1.0,18969.0,PODPASKI NATURELLA ULT.NOR.10,"0,002673797","1,00","0,00",0,
 ,1.0,7412.0,PODPASKI NATUTRLLA CLASSIC BASIC 9,"0,013368984","5,00","0,00",0,
 ,1.0,8462.0,PRONTO 300 ML ORGINAL,"0,005347594","2,00","0,00",0,
 ,1.0,7631.0,PRONTO CLASIC 250+50,"0,005347594","2,00","0,00",0,
 ,1.0,2563.0,PROSZEK DOSIA D/PRANIA 300GR BIA?E,"0,042780749","16,00","0,00",0,
 ,1.0,2564.0,PROSZEK DOSIA D/PRANIA 300GR COLOR,"0,010695187","4,00","0,00",0,
 ,1.0,7318.0,PUMEKS BIALY,"0,010695187","4,00","0,00",0,
 ,1.0,14469.0,PUR 500 ML ACTION 3,"0,048128342","18,00","0,00",0,
 ,1.0,14554.0,PUR 900 ML BALSAAM,"0,045454545","17,00","0,00",0,
 ,1.0,6013.0,PUR 900 ML BALSAM,"0,002673797","1,00","0,00",0,
 ,1.0,6012.0,PUR 900 ML POWER,"0,005347594","2,00","0,00",0,
 ,1.0,14544.0,PUR ACTION 450 ML APPLE,"0,013368984","5,00","0,00",0,
 ,1.0,14549.0,PUR ACTION 900 ML APLLE,"0,00802139","3,00","0,00",0,
 ,1.0,14369.0,RECZNIK FOX 2*2,"0,010695187","4,00","0,00",0,
 ,1.0,9564.0,RECZNIK PAPIER.MEA 2WARSTWY,"0,385026738","144,00","0,00",0,
 ,1.0,1908.0,RECZNIK PAPIEROWY 2 MEA,"0,07486631","28,00","0,00",0,
 ,1.0,8469.0,RECZNIK PAPIEROWY BELLA KARO 2 ROLKI,"0,013368984","5,00","0,00",0,
 ,1.0,7583.0,RECZNIK PAPIEROWY MEA 2W 100,"0,179144385","67,00","0,00",0,
 ,1.0,4583.0,RECZNIK PAPIEROWY REGINA NAJDUZSZY 2X,"0,00802139","3,00","0,00",0,
 ,1.0,19190.0,REGINA PAPIER RUMIANKOWY 8,"0,018716578","7,00","0,00",0,
 ,1.0,7727.0,REKAW DO PIECZENIA 3 M,"0,096256684","36,00","0,00",0,
 ,1.0,8863.0,REKAWICE GUMOWE 1 PARA,"0,013368984","5,00","0,00",0,
 ,1.0,5445.0,"REKAWICE GUMOWE 7,5","0,002673797","1,00","0,00",0,
 ,1.0,14139.0,REKAWICE JEDNORAZOWE,"1,422459893","532,00","0,00",0,
 ,1.0,10041.0,REKLAMOWKA Z LOGO ABC Z UCHWYTEM,"1,072192513","401,00","0,00",0,
 ,1.0,1165.0,REKLAMOWKA Z UCHWYTEM,"1,949197861","729,00","0,00",0,
 ,1.0,4696.0,REX 300 G 3*SWIEZOSC,"0,032085561","12,00","0,00",0,
 ,1.0,8083.0,SCIERKA 5 SZT,"0,013368984","5,00","0,00",0,
 ,1.0,18492.0,SCIERKA DO PODLOGI BIALA,"0,000534759","0,20","0,00",0,
 ,1.0,7728.0,SCIERKA JAK BAWELNA 5 SZT,"0,016042781","6,00","0,00",0,
 ,1.0,7729.0,SCIERKA UNIWERSALNA 5 SZT,"0,104278075","39,00","0,00",0,
 ,1.0,18106.0,SCIERKI UNIWERSALNE 3X,"0,037433155","14,00","0,00",0,
 ,1.0,6008.0,SERWETKI PAPIEROWE 60 SZT,"0,005347594","2,00","0,00",0,
 ,1.0,10470.0,SERWETKI SW,"0,013368984","5,00","0,00",0,
 ,1.0,9788.0,"SILAN 1,85 ORANGE","0,00802139","3,00","0,00",0,
 ,1.0,4049.0,SILAN 1L SENSITIVE.,"0,016042781","6,00","0,00",0,
 ,1.0,19537.0,SOFIMA MYD?O Z DOZOWNIKIEM 500 ML,"0,016042781","6,00","0,00",0,
 ,1.0,19539.0,SOFINA MYD?O Z DOZOWNIKIEM 500 ML,"0,016042781","6,00","0,00",0,
 ,1.0,6948.0,SOFTLAN PLYN DO PLUK.NIEB 1 L,"0,024064171","9,00","0,00",0,
 ,1.0,6950.0,SOFTLAN PLYN DO PLUKANIA 1 L BIALY,"0,005347594","2,00","0,00",0,
 ,1.0,7654.0,SOFTLAN PLYN DO PLUKANIA 1L,"0,013368984","5,00","0,00",0,
 ,1.0,6952.0,SOL ODPLAMIAJACA 25 G,"0,213903743","80,00","0,00",0,
 ,1.0,8649.0,SOMAT TAB.DO ZMYWAREK 52+5,"0,002673797","1,00","0,00",0,
 ,1.0,8651.0,SOMAT TABLETKI DO ZMYWAREK 40+5,"0,002673797","1,00","0,00",0,
 ,1.0,4560.0,SPIRYTUS SALICYNOWY 90 G,"0,058823529","22,00","0,00",0,
 ,1.0,4498.0,SWIECZKA BIA?A 1 SZT,"0,053475936","20,00","0,00",0,
 ,1.0,8459.0,SZAMON HEADS SHOULD 3 250 ML,"0,002673797","1,00","0,00",0,
 ,1.0,6148.0,"SZAMPON FAMILIJNY 0,7 L","0,00802139","3,00","0,00",0,
 ,1.0,15244.0,SZAMPON POKRZYWA 240ML EVA NATURA,"0,024064171","9,00","0,00",0,
 ,1.0,7491.0,SZAMPON RUMIANEK 240ML EVA NATURA,"0,016042781","6,00","0,00",0,
 ,1.0,7767.0,SZAMPON SCHAUM A 400 ML,"0,002673797","1,00","0,00",0,
 ,1.0,7422.0,"SZCZOT,D/Z?B,MAXI CLEAN 40 MEDIUM DUO","0,037433155","14,00","0,00",0,
 ,1.0,6345.0,SZCZOTECZKA DO RAK Z RACZKA,"0,013368984","5,00","0,00",0,
 ,1.0,9722.0,SZCZOTECZKA DO ZEBOW,"0,061497326","23,00","0,00",0,
 ,1.0,1098.0,SZCZOTKA DO RAK,"0,002673797","1,00","0,00",0,
 ,1.0,4205.0,TAFT CZARNY 250 ML,"0,013368984","5,00","0,00",0,
 ,1.0,4262.0,TAFT LAKIER,"0,024064171","9,00","0,00",0,
 ,1.0,8050.0,TAFT LAKIER 250 ML,"0,002673797","1,00","0,00",0,
 ,1.0,7928.0,TALERZE 6 SZT,"0,005347594","2,00","0,00",0,
 ,1.0,7033.0,TALERZE DUZE 6 SZT,"0,005347594","2,00","0,00",0,
 ,1.0,14990.0,TAMPON BELLA 16,"0,016042781","6,00","0,00",0,
 ,1.0,9186.0,TAMPONY 16 SZTEASY,"0,00802139","3,00","0,00",0,
 ,1.0,8134.0,TASMA PAKOWA SZEROKA,"0,024064171","9,00","0,00",0,
 ,1.0,8119.0,TECZKA BIALA WIAZANA,"0,002673797","1,00","0,00",0,
 ,1.0,4222.0,TEMPEROWKA,"0,005347594","2,00","0,00",0,
 ,1.0,17727.0,TEMPEROWKA METALOWA,"0,002673797","1,00","0,00",0,
 ,1.0,9465.0,TORBA,"0,005347594","2,00","0,00",0,
 ,1.0,9466.0,TORBA  T3,"0,010695187","4,00","0,00",0,
 ,1.0,8690.0,TORBA OKOLICZNOSCIOWA,"0,018716578","7,00","0,00",0,
 ,1.0,8687.0,TORBA OKOLICZNOSCIOWA,"0,00802139","3,00","0,00",0,
 ,1.0,7847.0,TOREBKA,"0,040106952","15,00","0,00",0,
 ,1.0,7852.0,TOREBKA,"0,005347594","2,00","0,00",0,
 ,1.0,8601.0,TOREBKA BUTELKA,"0,00802139","3,00","0,00",0,
 ,1.0,10103.0,TOREBKA NA PREZENT,"0,016042781","6,00","0,00",0,
 ,1.0,8602.0,TOREBKA NA PREZENT,"0,010695187","4,00","0,00",0,
 ,1.0,10471.0,TOREBKA NA PREZENT A4,"0,026737968","10,00","0,00",0,
 ,1.0,10472.0,TOREBKA NA PREZENT DUZA,"0,016042781","6,00","0,00",0,
 ,1.0,8656.0,TRAKTOR Z CUKIERKAMI,"0,032085561","12,00","0,00",0,
 ,1.0,171.0,"TYTAN 0,7 L BAKTERIOBOJCZY","0,002673797","1,00","0,00",0,
 ,1.0,6313.0,"TYTAN 0,850 NIEBIESKI","0,002673797","1,00","0,00",0,
 ,1.0,5977.0,VANISH OXI,"0,002673797","1,00","0,00",0,
 ,1.0,4952.0,VANISH OXI/ACTION MAX 30G PROSZEK,"0,013368984","5,00","0,00",0,
 ,1.0,8043.0,WELLAFLEX LAKIER 250 ML,"0,005347594","2,00","0,00",0,
 ,1.0,8045.0,WELLAFLEX LAKIER 250 ML,"0,002673797","1,00","0,00",0,
 ,1.0,6037.0,WIN GALARETKA TRUSKAWKOWA Z PIANKA 72 G,"0,016042781","6,00","0,00",0,
 ,1.0,10073.0,WIREK PROSZEK 600G,"0,026737968","10,00","0,00",0,
 ,1.0,13833.0,WKLADKI BELLA PANTY SOFT,"0,00802139","3,00","0,00",0,
 ,1.0,8014.0,WKLADKI HERBS 18 SZT,"0,002673797","1,00","0,00",0,
 ,1.0,8017.0,WKLADKI HERBS 18 SZT,"0,005347594","2,00","0,00",0,
 ,1.0,9716.0,WKLADKI PANTY SOFT DEO 20,"0,010695187","4,00","0,00",0,
 ,1.0,3689.0,WKLADY DO ZNICZY  48 H,"0,21657754","81,00","0,00",0,
 ,1.0,7879.0,WORECZKI DO LODU 252 KULKI,"0,021390374","8,00","0,00",0,
 ,1.0,17793.0,WORKI NA SMIECI 35L*50 SZT,"0,013368984","5,00","0,00",0,
 ,1.0,7907.0,WORKI NA SMIECI 60 L 16 SZT,"0,122994652","46,00","0,00",0,
 ,1.0,18108.0,WORKI NA SMIECI 60 L*50 SZT,"0,040106952","15,00","0,00",0,
 ,1.0,16258.0,WORKI NA SMIECI 60 L10 SZT,"0,005347594","2,00","0,00",0,
 ,1.0,7104.0,WORKI NA SMIECI 60L *15 SZT Z TASMA,"0,042780749","16,00","0,00",0,
 ,1.0,6965.0,WORKI NA SMIECI Z USZANI  35L*26 SZT,"0,061497326","23,00","0,00",0,
 ,1.0,17007.0,WORKI NA ?MIE?I 35L TOP 30SZT,"0,00802139","3,00","0,00",0,
 ,1.0,8463.0,WYBIELACZ DO FIERAN I BIELIZNY 40 G,"0,021390374","8,00","0,00",0,
 ,1.0,19668.0,WYBIELACZ DO FIERANEK 50 G,"0,026737968","10,00","0,00",0,
 ,1.0,6708.0,ZAKRESLACZE KOLOR 4 SZT,"0,002673797","1,00","0,00",0,
 ,1.0,8445.0,ZAPALKI,"0,27540107","103,00","0,00",0,
 ,1.0,15507.0,ZAPALKI,"1,016042781","380,00","0,00",0,
 ,1.0,5211.0,ZAPALNICZKA,"0,013368984","5,00","0,00",0,
 ,1.0,16484.0,ZAPALNICZKA,"0,069518717","26,00","0,00",0,
 ,1.0,12495.0,ZAPALNICZKA SPARK,"0,109625668","41,00","0,00",0,
 ,1.0,16164.0,ZAROWKA 60,"0,018716578","7,00","0,00",0,
 ,1.0,16163.0,ZAROWKA 75,"0,00802139","3,00","0,00",0,
 ,1.0,14065.0,ZEL DO WLOSOW BIALY 150ML STYLE & A,"0,018716578","7,00","0,00",0,
 ,1.0,9978.0,ZEL POD PRYSZNIC SAFINA 500ML MESKI,"0,00802139","3,00","0,00",0,
 ,1.0,7169.0,ZESTAW PIKNIKOWY 6,"0,00802139","3,00","0,00",0,
 ,1.0,4970.0,ZESZTY 16 KRATKA,"0,034759358","13,00","0,00",0,
 ,1.0,9804.0,ZESZYT 60 K KRATKE,"0,026737968","10,00","0,00",0,
 ,1.0,17735.0,ZESZYT 80 K,"0,029411765","11,00","0,00",0,
 ,1.0,9803.0,ZESZYT 96 K KRATKE,"0,026737968","10,00","0,00",0,
 ,1.0,8117.0,ZESZYT KRATKA 32,"0,013368984","5,00","0,00",0,
 ,1.0,16991.0,ZESZYT LINIA 60 K,"0,026737968","10,00","0,00",0,
 ,1.0,3384.0,ZESZYT W KRATKE 60 K,"0,053475936","20,00","0,00",0,
 ,1.0,6735.0,ZESZYT W LINIE 60 K,"0,002673797","1,00","0,00",0,
 ,1.0,7294.0,ZMYWACZ  DO PAZNOKCI,"0,005347594","2,00","0,00",0,
 ,1.0,8838.0,ZMYWACZ DO PAZNOKCI 50 ML,"0,157754011","59,00","0,00",0,
 ,1.0,13773.0,ZMYWACZ DO PAZNOKCI 70 ML,"0,002673797","1,00","0,00",0,
 ,1.0,15441.0,ZMYWACZ DO PAZNOKCI Z WIES 50 ML,"0,029411765","11,00","0,00",0,
 ,1.0,1049.0,ZMYWACZ KWIATEK,"0,016042781","6,00","0,00",0,
 ,1.0,2328.0,ZMYWAK 2 SZT,"0,005347594","2,00","0,00",0,
 ,1.0,8103.0,ZNICZ CZERWONY,"0,024064171","9,00","0,00",0,
 ,1.0,8171.0,ZNICZ KWIAT,"0,013368984","5,00","0,00",0,
 ,1.0,8172.0,ZNICZ KWIAT,"0,00802139","3,00","0,00",0,
 ,1.0,8174.0,ZNICZ KWIAT,"0,00802139","3,00","0,00",0,
 ,1.0,8170.0,ZNICZ KWIAT,"0,016042781","6,00","0,00",0,
 ,1.0,8315.0,ZNICZ MALY,"0,016042781","6,00","0,00",0,
 ,1.0,8104.0,ZNICZ TECZA,"0,002673797","1,00","0,00",0,
 ,1.0,2775.0,ZYLETKI POLSILVER STAINLES 2,"0,013368984","5,00","0,00",0,
 ,1.0,13297.0,ZYLETKI WILKINSON 1 SZT,"0,032085561","12,00","0,00",0,
 ,1.0,10468.0,FOLIA ALUMINIOWA 20,"0,002673797","1,00","15,00",5610,"0,066666667"
 ,1.0,8297.0,PASTA D/ZEBOW COLGATE 100ML,"0,002673797","1,00","14,00",5236,"0,071428571"
 ,1.0,10448.0,MYDLO PALMOLIWE 90 G,"0,002673797","1,00","11,00",4114,"0,090909091"
 ,1.0,10509.0,ZAPALARKA,"0,005347594","2,00","22,00",4114,"0,090909091"
 ,1.0,9808.0,BLOK NOTE 100K,"0,002673797","1,00","9,00",3366,"0,111111111"
 ,1.0,4122.0,BREF KULKI BLU AKTIV,"0,002673797","1,00","9,00",3366,"0,111111111"
 ,1.0,9637.0,KROCHMAL W PLYNIE ?UGA 500 ML,"0,002673797","1,00","9,00",3366,"0,111111111"
 ,1.0,10457.0,VANISH SASZETKI 100 ML GOLD,"0,005347594","2,00","18,00",3366,"0,111111111"
 ,1.0,10467.0,REKAW DO PIECZENIA 3M,"0,005347594","2,00","14,00",2618,"0,142857143"
 ,1.0,16454.0,LUKSJA ZAPAS 400 ML,"0,002673797","1,00","5,00",1870,"0,2"
 ,1.0,16453.0,LUKSJA ZAPAS 400 ML,"0,002673797","1,00","5,00",1870,"0,2"
 ,1.0,10449.0,NYDLO DAVE 100G CREAN,"0,005347594","2,00","10,00",1870,"0,2"
 ,1.0,10453.0,SZAMPON PALMOLIVE 2W1 MORELA,"0,002673797","1,00","5,00",1870,"0,2"
 ,1.0,9790.0,BLOK RYSUNKOWY A3 KOLOR,"0,005347594","2,00","8,00",1496,"0,25"
 ,1.0,9794.0,BLOK TECHNICZNY 43 KOLOR,"0,005347594","2,00","8,00",1496,"0,25"
 ,1.0,15141.0,KOMPRES 7 CM*7CM,"0,002673797","1,00","4,00",1496,"0,25"
 ,1.0,9972.0,PIANKA DO WLOSOW PROFESSIONAL 225ML,"0,002673797","1,00","4,00",1496,"0,25"
 ,1.0,8540.0,SOFTLAN PLYN DO PLUK.1 L KONW,"0,002673797","1,00","4,00",1496,"0,25"
 ,1.0,16400.0,SOMAT NABLYSZCZACZ 250 ML,"0,002673797","1,00","4,00",1496,"0,25"
 ,1.0,18857.0,WORKI NA SMIECI LD MULTITOP 35Lx30 ROLKA,"0,005347594","2,00","8,00",1496,"0,25"
 ,1.0,4630.0,ZESZYT LINIA 80,"0,005347594","2,00","8,00",1496,"0,25"
 ,1.0,8794.0,DLUGOPIS WYMAZYWALNY Z GOMKA NIEBIESKI,"0,013368984","5,00","19,00","1421,2","0,263157895"
 ,1.0,5560.0,GABKA  CZYSCIK,"0,002673797","1,00","3,00",1122,"0,333333333"
 ,1.0,6656.0,"KRET ZEL DO RUR 0,5L","0,002673797","1,00","3,00",1122,"0,333333333"
 ,1.0,10459.0,LUKSJA MYDLO Z DOZOWNIKIEM 450 ML,"0,005347594","2,00","6,00",1122,"0,333333333"
 ,1.0,15779.0,ODSWIEZACZ FRI,"0,002673797","1,00","3,00",1122,"0,333333333"
 ,1.0,10367.0,TABLETKI GOLD 12 SZT DO ZMYWAREK,"0,002673797","1,00","3,00",1122,"0,333333333"
 ,1.0,6034.0,ZNICZ ANIOLEK S-95,"0,005347594","2,00","6,00",1122,"0,333333333"
 ,1.0,8797.0,KLEJ BIUROWY,"0,021390374","8,00","22,00","1028,5","0,363636364"
 ,1.0,15632.0,PASTA D/ ZEBOW COLGATE  100 ML,"0,010695187","4,00","11,00","1028,5","0,363636364"
 ,1.0,9074.0,WYKA?ACZKI 1 SZT,"0,018716578","7,00","17,00","908,2857143","0,411764706"
 ,1.0,8582.0,ZMYWAK KUCZENNY Z UCHWYTEM,"0,037433155","14,00","33,00","881,5714286","0,424242424"
 ,1.0,3216.0,DATO 365 G PROSZEK,"0,00802139","3,00","7,00","872,6666667","0,428571429"
 ,1.0,9590.0,SKARPETY,"0,00802139","3,00","7,00","872,6666667","0,428571429"
